Title,Skill,Title,Hot Technology,
"Property, Real Estate, and Community Association Managers",TCG Technologies i-CAM,Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers",TrackPro Services TrackPro Manager,Accounting software,N,
"Property, Real Estate, and Community Association Managers",Turtle Creek Software Goldenseal,Accounting software,N,
"Property, Real Estate, and Community Association Managers",W G Software Tenant File,Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers",Web browser software,Internet browser software,N,
"Property, Real Estate, and Community Association Managers",Yardi,Data base user interface and query software,Y,
"Property, Real Estate, and Community Association Managers",Yardi Systems Yardi Enterprise,Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers",Yardi Systems Yardi Voyager Commercial,Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers","Yardi Systems Yardi Voyager Condo, Co-op, and HOA",Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers",Yardi Systems Yardi Voyager Residential,Data base user interface and query software,N,
"Property, Real Estate, and Community Association Managers",YouTube,Video creation and editing software,Y,
Social and Community Service Managers,Blackbaud The Raiser's Edge,Customer relationship management CRM software,Y,
Social and Community Service Managers,Client information databases,Data base user interface and query software,N,
Social and Community Service Managers,Corel QuattroPro,Spreadsheet software,N,
Social and Community Service Managers,Corel WordPerfect Office Suite,Office suite software,N,
Social and Community Service Managers,FileMaker Pro,Data base user interface and query software,N,
Social and Community Service Managers,Financial accounting software,Accounting software,N,
Social and Community Service Managers,Healthcare common procedure coding system HCPCS,Medical software,Y,
Social and Community Service Managers,IBM Lotus 1-2-3,Spreadsheet software,N,
Social and Community Service Managers,Microsoft Access,Data base user interface and query software,Y,
Social and Community Service Managers,Microsoft Excel,Spreadsheet software,Y,
Social and Community Service Managers,Microsoft Office,Office suite software,Y,
Social and Community Service Managers,Microsoft Outlook,Electronic mail software,Y,
Social and Community Service Managers,Microsoft PowerPoint,Presentation software,Y,
Social and Community Service Managers,Microsoft Publisher,Desktop publishing software,N,
Social and Community Service Managers,Microsoft Visual FoxPro,Object oriented data base management software,N,
Social and Community Service Managers,Microsoft Word,Word processing software,Y,
Social and Community Service Managers,Oracle Reports,Data base reporting software,N,
Social and Community Service Managers,PointClickCare HER,Medical software,N,
Social and Community Service Managers,Presentation software,Presentation software,N,
Social and Community Service Managers,Web browser software,Internet browser software,N,
Emergency Management Directors,Alert Technologies OpsCenter,Project management software,N,
Emergency Management Directors,Desktop publishing software,Desktop publishing software,N,
Emergency Management Directors,Digital Engineering Corporation E-MAPS,Map creation software,N,
Emergency Management Directors,Emergency Managers Weather Information Network EMWIN,Data base user interface and query software,N,
Emergency Management Directors,Emergency Services Integrators ESi WebEOC,Project management software,N,
Emergency Management Directors,ESRI ArcGIS software,Map creation software,Y,
Emergency Management Directors,Federal Emergency Management Information System FEMIS,Data base user interface and query software,N,
Emergency Management Directors,Geographic information system GIS software,Map creation software,Y,
Emergency Management Directors,Graphics software,Graphics or photo imaging software,N,
Emergency Management Directors,IBM Lotus Notes,Electronic mail software,N,
Emergency Management Directors,MapInfo Professional,Map creation software,N,
Emergency Management Directors,McAfee,Transaction security and virus protection software,Y,
Emergency Management Directors,Microsoft Excel,Spreadsheet software,Y,
Emergency Management Directors,Microsoft Office,Office suite software,Y,
Emergency Management Directors,Microsoft PowerPoint,Presentation software,Y,
Emergency Management Directors,Microsoft SharePoint,Project management software,Y,
Emergency Management Directors,Microsoft Word,Word processing software,Y,
Emergency Management Directors,National Center for Crisis and Continuity Coordination NC4 E Team,Project management software,N,
Emergency Management Directors,Relational database software,Data base user interface and query software,N,
Emergency Management Directors,SoftRisk Technologies SoftRisk SQL,Data base user interface and query software,N,
Emergency Management Directors,Statistical software,Analytical or scientific software,N,
Emergency Management Directors,SunGard Assurance,Enterprise resource planning ERP software,Y,
Emergency Management Directors,Web browser software,Internet browser software,N,
Regulatory Affairs Managers,Adlib Express,Document management software,N,
Regulatory Affairs Managers,Adobe Systems Adobe Acrobat,Document management software,Y,
Regulatory Affairs Managers,Analyse-it,Analytical or scientific software,N,
Regulatory Affairs Managers,Aris Global Register,Compliance software,N,
Regulatory Affairs Managers,Axway eSubmissions,Document management software,N,
Regulatory Affairs Managers,Database software,Data base user interface and query software,N,
Regulatory Affairs Managers,Datafarm a-Pulse,Document management software,N,
Regulatory Affairs Managers,Datafarm eCTDGatekeeper,Document management software,N,
Regulatory Affairs Managers,Datafarm eCTDViewer,Document management software,N,
Regulatory Affairs Managers,Datafarm S-Cubed,Document management software,N,
Regulatory Affairs Managers,Dialog DialogLink,Information retrieval or search software,N,
Regulatory Affairs Managers,Document publishing software,Desktop publishing software,N,
Regulatory Affairs Managers,DoubleBridge ROSETTA Phoenix eCTD Viewer,Document management software,N,
Regulatory Affairs Managers,DoubleBridge ROSETTA Pyramid,Document management software,N,
Regulatory Affairs Managers,DoubleBridge ROSETTA Sceptre,Document management software,N,
Regulatory Affairs Managers,DoubleBridge ROSETTA Scribe,Document management software,N,
Regulatory Affairs Managers,Electronic common technical document eCTD software,Document management software,N,
Regulatory Affairs Managers,Electronic common technical document eCTD validating software,Document management software,N,
Regulatory Affairs Managers,Electronic common technical document eCTD viewing software,Document management software,N,
Regulatory Affairs Managers,Electronic document management system EDMS,Document management software,N,
Regulatory Affairs Managers,Enterprise content management ECM software,Document management software,N,
Regulatory Affairs Managers,Extedo DOCvalidator,Document management software,N,
